Wavelength (nm),u',Wavelength (nm),g',Wavelength (nm),r',Wavelength (nm),i',Wavelength (nm),z_s,Wavelength (nm),Y,Wavelength (nm),z'
910.2000122,0.005261529,910.2000122,0.005527357,,,910.2000122,0.00166144,910.2000122,99.04772949,910.2000122,0.00339918,496.1199951,-0.02860708
910.4000244,0.005069781,910.4000244,0.005267443,,,910.4000244,0.001539894,910.4000244,99.06745911,910.4000244,0.003157323,495.9400024,-0.028580643
910.5999756,0.00483665,910.5999756,0.005182684,,,910.5999756,0.001302789,910.5999756,99.01991272,910.5999756,0.003214531,495.7600098,-0.028090173
910.7999878,0.005122134,910.7999878,0.005574333,,,910.7999878,0.001553389,910.7999878,99.07920837,910.7999878,0.003321412,495.5799866,-0.028004136
911,0.005214719,911,0.00549272,,,911,0.001642943,911,99.05078125,911,0.003260983,495.3999939,-0.028146332
911.2000122,0.004993727,911.2000122,0.005462864,,,911.2000122,0.001475172,911.2000122,98.97612,911.2000122,0.003212218,495.2200012,-0.028190188
911.4000244,0.005204219,911.4000244,0.005542175,,,911.4000244,0.001490095,911.4000244,98.98445129,911.4000244,0.00353706,495.0400085,-0.028667133
911.5999756,0.005083376,911.5999756,0.005233755,,,911.5999756,0.001204681,911.5999756,98.90968323,911.5999756,0.003404677,494.8599854,-0.02816214
911.7999878,0.005423048,911.7999878,0.005456865,,,911.7999878,0.001399797,911.7999878,98.93873596,911.7999878,0.003488521,494.6799927,-0.028679665
912,0.005394301,912,0.005625566,,,912,0.001448674,912,98.76646423,912,0.003583058,494.5,-0.028587811
912.2000122,0.005366669,912.2000122,0.005545457,,,912.2000122,0.001339878,912.2000122,98.62335205,912.2000122,0.003688266,494.3200073,-0.028211752
912.4000244,0.005376062,912.4000244,0.005577326,,,912.4000244,0.001450803,912.4000244,98.4903183,912.4000244,0.003674967,494.1399841,-0.02849175
912.5999756,0.005285535,912.5999756,0.005369111,,,912.5999756,0.001333561,912.5999756,98.29844666,912.5999756,0.003632217,493.9599915,-0.028553937
912.7999878,0.005278072,912.7999878,0.005472818,,,912.7999878,0.001257331,912.7999878,97.98661804,912.7999878,0.00378396,493.7799988,-0.028385671
913,0.005117069,913,0.005344037,,,913,0.001125473,913,97.72806549,913,0.00365398,493.6000061,-0.028594427
913.2000122,0.005395287,913.2000122,0.005331106,,,913.2000122,0.001333346,913.2000122,97.27838898,913.2000122,0.003901929,493.4199829,-0.028557461
913.4000244,0.005141315,913.4000244,0.005287967,,,913.4000244,0.001208165,913.4000244,96.82299042,913.4000244,0.004015368,493.2399902,-0.028630981
913.5999756,0.005406323,913.5999756,0.005687652,,,913.5999756,0.001407903,913.5999756,96.28610229,913.5999756,0.004106546,493.0599976,-0.02837164
913.7999878,0.005254549,913.7999878,0.005339864,,,913.7999878,0.0012823,913.7999878,95.41177368,913.7999878,0.003799301,492.8800049,-0.028615352
914,0.005100412,914,0.005462091,,,914,0.001167711,914,94.72742462,914,0.004105369,492.6999817,-0.028777832
914.2000122,0.00540514,914.2000122,0.005715569,,,914.2000122,0.001343392,914.2000122,93.72028351,914.2000122,0.004397035,492.519989,-0.028557479
914.4000244,0.005333821,914.4000244,0.005490112,,,914.4000244,0.001041787,914.4000244,92.77354431,914.4000244,0.004287893,492.3399963,-0.028792379
914.5999756,0.005359262,914.5999756,0.005557795,,,914.5999756,0.001011694,914.5999756,91.54764557,914.5999756,0.004304661,492.1600037,-0.028460942
914.7999878,0.00515381,914.7999878,0.005461526,,,914.7999878,0.00104035,914.7999878,90.25808716,914.7999878,0.004269753,491.980011,-0.028911507
915,0.00521596,915,0.005431329,,,915,0.000923207,915,88.75821686,915,0.004381299,491.7999878,-0.028404221
915.2000122,0.005227303,915.2000122,0.005299948,,,915.2000122,0.00101891,915.2000122,87.2649765,915.2000122,0.004447385,491.6199951,-0.028616667
915.4000244,0.005199509,915.4000244,0.00538338,,,915.4000244,0.000994502,915.4000244,85.37174988,915.4000244,0.004658407,491.4400024,-0.028743278
915.5999756,0.005295491,915.5999756,0.005609334,,,915.5999756,0.001013663,915.5999756,83.40451813,915.5999756,0.004853312,491.2600098,-0.028666653
915.7999878,0.005025088,915.7999878,0.005460318,,,915.7999878,0.000918531,915.7999878,81.41950226,915.7999878,0.004696888,491.0799866,-0.028553864
916,0.005055031,916,0.005361591,,,916,0.000917478,916,79.36016083,916,0.004820088,490.8999939,-0.028711671
916.2000122,0.005117734,916.2000122,0.005557287,,,916.2000122,0.001046994,916.2000122,77.29261017,916.2000122,0.005011633,490.7200012,-0.028582454
916.4000244,0.00515222,916.4000244,0.005487089,,,916.4000244,0.000847742,916.4000244,74.6505127,916.4000244,0.005003465,490.5400085,-0.028863726
916.5999756,0.005131397,916.5999756,0.00545118,,,916.5999756,0.000829667,916.5999756,72.41345978,916.5999756,0.005455677,490.3599854,-0.029103903
916.7999878,0.005139308,916.7999878,0.005316447,,,916.7999878,0.000831665,916.7999878,69.86166382,916.7999878,0.005164943,490.1799927,-0.028487833
917,0.005126388,917,0.005441319,,,917,0.000870668,917,67.67394257,917,0.005430853,490,-0.028612575
917.2000122,0.005116782,917.2000122,0.005328451,,,917.2000122,0.000688571,917.2000122,64.65260315,917.2000122,0.005518065,489.8200073,-0.028884394
917.4000244,0.004925555,917.4000244,0.005344511,,,917.4000244,0.000624683,917.4000244,62.11240387,917.4000244,0.005949604,489.6399841,-0.028723123
917.5999756,0.005039388,917.5999756,0.005289517,,,917.5999756,0.000594458,917.5999756,59.45890045,917.5999756,0.005922853,489.4599915,-0.028773671
917.7999878,0.005012704,917.7999878,0.005416011,,,917.7999878,0.000708533,917.7999878,57.2994957,917.7999878,0.005983984,489.2799988,-0.028350551
918,0.005095874,918,0.005437655,,,918,0.00071509,918,54.51626205,918,0.006278311,489.1000061,-0.028931256
918.2000122,0.005060557,918.2000122,0.005445225,,,918.2000122,0.000754368,918.2000122,52.01081467,918.2000122,0.006438964,488.9199829,-0.028838612
918.4000244,0.004936574,918.4000244,0.005266537,,,918.4000244,0.000759412,918.4000244,49.55061722,918.4000244,0.006726662,488.7399902,-0.028473435
918.5999756,0.0048783,918.5999756,0.005420303,,,918.5999756,0.000917061,918.5999756,47.36621094,918.5999756,0.007019096,488.5599976,-0.028496744
918.7999878,0.004830779,918.7999878,0.005240247,,,918.7999878,0.000664819,918.7999878,45.15877914,918.7999878,0.0071639,488.3800049,-0.028512277
919,0.004971861,919,0.005151553,,,919,0.000586169,919,42.74732208,919,0.007252712,488.1999817,-0.028809117
919.2000122,0.004854866,919.2000122,0.005327798,,,919.2000122,0.000696165,919.2000122,40.80452347,919.2000122,0.007725886,488.019989,-0.028760176
919.4000244,0.004739611,919.4000244,0.005195336,,,919.4000244,0.000633021,919.4000244,38.85033035,919.4000244,0.007778234,487.8399963,-0.02875209
919.5999756,0.004720503,919.5999756,0.005272379,,,919.5999756,0.000577125,919.5999756,37.25324631,919.5999756,0.00819211,487.6600037,-0.028398307
919.7999878,0.004894192,919.7999878,0.005285114,,,919.7999878,0.000560843,919.7999878,35.26865387,919.7999878,0.008783369,487.480011,-0.028776366
920,0.004704737,920,0.005211087,,,920,0.000649308,920,33.77674484,920,0.008733672,487.2999878,-0.028869327
920.2000122,0.004780876,920.2000122,0.005219582,,,920.2000122,0.000554658,920.2000122,32.05295944,920.2000122,0.009302708,487.1199951,-0.028195383
920.4000244,0.004764172,920.4000244,0.005342584,,,920.4000244,0.000448734,920.4000244,30.80429459,920.4000244,0.009864223,486.9400024,-0.028503522
920.5999756,0.004653436,920.5999756,0.005014324,,,920.5999756,0.000428279,920.5999756,29.18575096,920.5999756,0.010261377,486.7600098,-0.028450465
920.7999878,0.004394308,920.7999878,0.005086886,,,920.7999878,0.000430621,920.7999878,27.83939171,920.7999878,0.010623774,486.5799866,-0.029226614
921,0.004640894,921,0.005352726,,,921,0.000420688,921,26.50653458,921,0.011489277,486.3999939,-0.028547095
921.2000122,0.004741639,921.2000122,0.005176284,,,921.2000122,0.000435773,921.2000122,25.45856476,921.2000122,0.011909184,486.2200012,-0.028691011
921.4000244,0.004452978,921.4000244,0.00520329,,,921.4000244,0.00052736,921.4000244,24.35851669,921.4000244,0.012605582,486.0400085,-0.028508715
921.5999756,0.004423938,921.5999756,0.005033953,,,921.5999756,0.000336158,921.5999756,23.18774986,921.5999756,0.013410569,485.8599854,-0.028423499
921.7999878,0.004496631,921.7999878,0.005114542,,,921.7999878,0.000421056,921.7999878,22.28315353,921.7999878,0.014098434,485.6799927,-0.028283097
922,0.004465456,922,0.005071709,,,922,0.000451712,922,21.36209297,922,0.015091276,485.5,-0.028741578
922.2000122,0.004311117,922.2000122,0.005029396,,,922.2000122,0.00036691,922.2000122,20.68188095,922.2000122,0.015754309,485.3200073,-0.028520353
922.4000244,0.004379053,922.4000244,0.004909544,,,922.4000244,0.000235394,922.4000244,19.66139793,922.4000244,0.017036572,485.1399841,-0.02863121
922.5999756,0.004362417,922.5999756,0.004913044,,,922.5999756,0.000343447,922.5999756,18.94868851,922.5999756,0.018135795,484.9599915,-0.028884184
922.7999878,0.004364781,922.7999878,0.004966532,,,922.7999878,0.000488998,922.7999878,18.11998177,922.7999878,0.019797996,484.7799988,-0.028661828
923,0.004451693,923,0.005058024,,,923,0.000410005,923,17.56604576,923,0.021006167,484.6000061,-0.028500639
923.2000122,0.004464678,923.2000122,0.005053723,,,923.2000122,0.000403649,923.2000122,16.81689453,923.2000122,0.02336859,484.4199829,-0.028762763
923.4000244,0.004141337,923.4000244,0.005066688,,,923.4000244,0.00036565,923.4000244,16.24419022,923.4000244,0.025007358,484.2399902,-0.028663293
923.5999756,0.003940962,923.5999756,0.004696328,,,923.5999756,0.000311337,923.5999756,15.57889175,923.5999756,0.027200906,484.0599976,-0.028542001
923.7999878,0.00412433,923.7999878,0.004844596,,,923.7999878,0.000301939,923.7999878,15.13254356,923.7999878,0.029390421,483.8800049,-0.02869493
924,0.00404395,924,0.004785963,,,924,0.000228006,924,14.57904625,924,0.032346983,483.6999817,-0.028533168
924.2000122,0.004226944,924.2000122,0.004896272,,,924.2000122,0.000151907,924.2000122,14.00425243,924.2000122,0.036170885,483.519989,-0.029021312
924.4000244,0.004184954,924.4000244,0.004780265,,,924.4000244,0.0001621,924.4000244,13.53830433,924.4000244,0.039764248,483.3399963,-0.028860688
924.5999756,0.004148023,924.5999756,0.004853882,,,924.5999756,0.000197126,924.5999756,13.04501724,924.5999756,0.044406913,483.1600037,-0.028666208
924.7999878,0.004094545,924.7999878,0.00489908,,,924.7999878,0.000236145,924.7999878,12.69117928,924.7999878,0.048756275,482.980011,-0.028806837
925,0.004093299,925,0.004762979,,,925,0.000213304,925,12.1757431,925,0.055266671,482.7999878,-0.028388895
925.2000122,0.004208928,925.2000122,0.004777479,,,925.2000122,0.000331758,925.2000122,11.87027454,925.2000122,0.061237752,482.6199951,-0.028677709
925.4000244,0.004006986,925.4000244,0.004664036,,,925.4000244,0.000180196,925.4000244,11.41304302,925.4000244,0.069349982,482.4400024,-0.028693138
925.5999756,0.003994982,925.5999756,0.004507867,,,925.5999756,8.90E-05,925.5999756,11.1551981,925.5999756,0.076994956,482.2600098,-0.0290858
925.7999878,0.004123569,925.7999878,0.004782685,,,925.7999878,0.000120124,925.7999878,10.73333359,925.7999878,0.08987125,482.0799866,-0.028414853
926,0.003972317,926,0.004634934,,,926,0.000139227,926,10.3832922,926,0.103332758,481.8999939,-0.029054346
926.2000122,0.003947791,926.2000122,0.004458635,,,926.2000122,0.000172819,926.2000122,10.05131626,926.2000122,0.119602241,481.7200012,-0.028591108
926.4000244,0.003716176,926.4000244,0.004466943,,,926.4000244,-1.37E-05,926.4000244,9.780735016,926.4000244,0.136478722,481.5400085,-0.028865965
926.5999756,0.003875589,926.5999756,0.004461619,,,926.5999756,0.000197156,926.5999756,9.457474709,926.5999756,0.158722088,481.3599854,-0.028854039
926.7999878,0.004023009,926.7999878,0.004419255,,,926.7999878,0.00023698,926.7999878,9.165967941,926.7999878,0.18629089,481.1799927,-0.028568512
927,0.003852853,927,0.004454548,,,927,0.000112492,927,8.87660408,927,0.21809864,481,-0.028565003
927.2000122,0.003709211,927.2000122,0.004483842,,,927.2000122,0.000210975,927.2000122,8.640995979,927.2000122,0.254040062,480.8200073,-0.028654706
927.4000244,0.003746859,927.4000244,0.004175491,,,927.4000244,9.79E-05,927.4000244,8.431340218,927.4000244,0.292561144,480.6399841,-0.028882472
927.5999756,0.00389629,927.5999756,0.004269652,,,927.5999756,7.16E-05,927.5999756,8.106349945,927.5999756,0.354002088,480.4599915,-0.028513003
927.7999878,0.003713735,927.7999878,0.004219295,,,927.7999878,0.000169359,927.7999878,7.915434361,927.7999878,0.409123361,480.2799988,-0.028561899
928,0.003913769,928,0.004185913,,,928,0.000156551,928,7.629867554,928,0.478918999,480.1000061,-0.028734831
928.2000122,0.003774081,928.2000122,0.004049452,,,928.2000122,0.000196671,928.2000122,7.509529591,928.2000122,0.540413261,479.9199829,-0.029149916
928.4000244,0.003852923,928.4000244,0.004114117,,,928.4000244,0.000107288,928.4000244,7.258225918,928.4000244,0.638631463,479.7399902,-0.028882278
928.5999756,0.00362598,928.5999756,0.003921519,,,928.5999756,1.07E-05,928.5999756,7.044485092,928.5999756,0.727120936,479.5599976,-0.028658608
928.7999878,0.003792612,928.7999878,0.003974257,,,928.7999878,0.000286092,928.7999878,6.842126846,928.7999878,0.843049765,479.3800049,-0.028585596
929,0.003710071,929,0.004005875,,,929,0.000244681,929,6.670370579,929,0.939930141,479.1999817,-0.028507886
929.2000122,0.003673372,929.2000122,0.003825115,,,929.2000122,0.000145838,929.2000122,6.502869129,929.2000122,1.077286482,479.019989,-0.0285552
929.4000244,0.003752134,929.4000244,0.003823159,,,929.4000244,0.000218972,929.4000244,6.311401844,929.4000244,1.21908474,478.8399963,-0.028444303
929.5999756,0.003789712,929.5999756,0.003831386,,,929.5999756,0.000120072,929.5999756,6.128138542,929.5999756,1.357623458,478.6600037,-0.028748455
929.7999878,0.003619352,929.7999878,0.003683028,,,929.7999878,-4.95E-05,929.7999878,5.995964527,929.7999878,1.509749889,478.480011,-0.02840998
930,0.003703162,930,0.003616991,,,930,0.000210196,930,5.866185665,930,1.65326333,478.2999878,-0.028600434
930.2000122,0.003871497,930.2000122,0.003782029,,,930.2000122,0.000286327,930.2000122,5.636020184,930.2000122,1.846826434,478.1199951,-0.0283486
930.4000244,0.003702953,930.4000244,0.003525782,,,930.4000244,0.00015048,930.4000244,5.784936428,930.4000244,2.007107496,477.9400024,-0.028852766
930.5999756,0.003824629,930.5999756,0.003466858,,,930.5999756,0.000118144,930.5999756,5.769359112,930.5999756,2.209894657,477.7600098,-0.028633496
930.7999878,0.003732241,930.7999878,0.003748068,,,930.7999878,0.000131142,930.7999878,5.507333755,930.7999878,2.369148016,477.5799866,-0.02857681
931,0.003688028,931,0.003419576,,,931,5.33E-06,931,5.56114912,931,2.618339539,477.3999939,-0.028657215
931.2000122,0.00373924,931.2000122,0.003324835,,,931.2000122,-4.46E-05,931.2000122,5.521796703,931.2000122,2.821818113,477.2200012,-0.028508374
931.4000244,0.003882046,931.4000244,0.003481592,,,931.4000244,0.000271437,931.4000244,5.242425919,931.4000244,3.06767869,477.0400085,-0.02849965
931.5999756,0.003884358,931.5999756,0.00326694,,,931.5999756,5.83E-05,931.5999756,5.017402172,931.5999756,3.280247688,476.8599854,-0.02851315
931.7999878,0.003900805,931.7999878,0.003302732,,,931.7999878,5.21E-05,931.7999878,4.760259628,931.7999878,3.536359549,476.6799927,-0.028702239
932,0.003972996,932,0.003281167,,,932,0.000290107,932,4.511636734,932,3.799622059,476.5,-0.028765524
932.2000122,0.003796722,932.2000122,0.003192524,,,932.2000122,3.65E-05,932.2000122,4.273385525,932.2000122,4.069334984,476.3200073,-0.02867448
932.4000244,0.003980083,932.4000244,0.003291579,,,932.4000244,0.000138965,932.4000244,4.055845737,932.4000244,4.326329231,476.1399841,-0.028911974
932.5999756,0.003876982,932.5999756,0.003121579,,,932.5999756,0.000248133,932.5999756,3.861717224,932.5999756,4.580612659,475.9599915,-0.028845524
932.7999878,0.003928559,932.7999878,0.003227744,,,932.7999878,0.000137021,932.7999878,3.607808352,932.7999878,4.930755615,475.7799988,-0.028847154
933,0.004046391,933,0.003102743,,,933,0.000135293,933,3.423898697,933,5.193973541,475.6000061,-0.02875961
933.2000122,0.003950371,933.2000122,0.003015271,,,933.2000122,0.000211728,933.2000122,3.214920759,933.2000122,5.116763115,475.4199829,-0.02848481
933.4000244,0.004002683,933.4000244,0.002911828,,,933.4000244,7.03E-05,933.4000244,3.055919647,933.4000244,5.726080894,475.2399902,-0.028668329
933.5999756,0.004101211,933.5999756,0.002932443,,,933.5999756,0.000106666,933.5999756,2.834203005,933.5999756,5.272834778,475.0599976,-0.028928075
933.7999878,0.004056182,933.7999878,0.002923462,,,933.7999878,0.000122371,933.7999878,2.673374414,933.7999878,5.372655869,474.8800049,-0.028338863
934,0.004039028,934,0.002817857,,,934,9.33E-05,934,2.484454632,934,5.701874733,474.6999817,-0.028785257
934.2000122,0.004045221,934.2000122,0.002819008,,,934.2000122,-3.04E-05,934.2000122,2.344642401,934.2000122,5.723258018,474.519989,-0.028390022
934.4000244,0.004046869,934.4000244,0.002781045,,,934.4000244,9.28E-05,934.4000244,2.161228657,934.4000244,5.403144836,474.3399963,-0.028794378
934.5999756,0.004291116,934.5999756,0.002704316,,,934.5999756,0.000245564,934.5999756,2.002291918,934.5999756,6.061667442,474.1600037,-0.028937202
934.7999878,0.004249825,934.7999878,0.002662926,,,934.7999878,-6.42E-05,934.7999878,1.849655867,934.7999878,5.6647439,473.980011,-0.028720865
935,0.00424227,935,0.002697814,,,935,5.88E-05,935,1.701663256,935,6.375814915,473.7999878,-0.028739052
935.2000122,0.004214343,935.2000122,0.002701006,,,935.2000122,0.000173936,935.2000122,1.561541438,935.2000122,6.16019392,473.6199951,-0.028665107
935.4000244,0.00425087,935.4000244,0.002498309,,,935.4000244,0.000155973,935.4000244,1.403530121,935.4000244,6.103217602,473.4400024,-0.028574072
935.5999756,0.004181634,935.5999756,0.002744769,,,935.5999756,0.000120556,935.5999756,1.280859113,935.5999756,6.179898262,473.2600098,-0.028101325
935.7999878,0.004431687,935.7999878,0.002550961,,,935.7999878,8.64E-05,935.7999878,1.153307676,935.7999878,6.349804401,473.0799866,-0.028370885
936,0.004323344,936,0.002302227,,,936,-3.80E-06,936,1.053266406,936,6.433738232,472.8999939,-0.028103864
936.2000122,0.004479918,936.2000122,0.00248255,,,936.2000122,0.000137835,936.2000122,0.924717367,936.2000122,6.57576561,472.7200012,-0.028316086
936.4000244,0.004301559,936.4000244,0.002409909,,,936.4000244,0.000290267,936.4000244,0.826168716,936.4000244,6.727870464,472.5400085,-0.028074326
936.5999756,0.004339837,936.5999756,0.002353392,,,936.5999756,0.000129911,936.5999756,0.726398051,936.5999756,6.931729794,472.3599854,-0.027930267
936.7999878,0.004411202,936.7999878,0.002232474,,,936.7999878,9.81E-05,936.7999878,0.647372127,936.7999878,6.991520405,472.1799927,-0.02796606
937,0.004325501,937,0.002104075,,,937,-2.30E-05,937,0.565377414,937,7.192682266,472,-0.027233565
937.2000122,0.004511524,937.2000122,0.002227235,,,937.2000122,0.000160785,937.2000122,0.492146015,937.2000122,7.393520355,471.8200073,-0.027580258
937.4000244,0.00447121,937.4000244,0.002078411,,,937.4000244,8.79E-05,937.4000244,0.422027767,937.4000244,7.524850845,471.6399841,-0.026905714
937.5999756,0.004568722,937.5999756,0.002121602,,,937.5999756,7.37E-05,937.5999756,0.36880219,937.5999756,7.677540779,471.4599915,-0.026839191
937.7999878,0.004645319,937.7999878,0.001998325,,,937.7999878,-1.80E-05,937.7999878,0.318326414,937.7999878,7.871729851,471.2799988,-0.026036596
938,0.004565037,938,0.00200737,,,938,0.00015133,938,0.268970579,938,8.108181953,471.1000061,-0.024888009
938.2000122,0.004662286,938.2000122,0.001993338,,,938.2000122,0.000212165,938.2000122,0.233149618,938.2000122,8.273627281,470.9199829,-0.02406962
938.4000244,0.004552778,938.4000244,0.001964177,,,938.4000244,-2.03E-06,938.4000244,0.199704662,938.4000244,8.499603271,470.7399902,-0.022952205
938.5999756,0.004749182,938.5999756,0.001985128,,,938.5999756,0.000131584,938.5999756,0.173683897,938.5999756,8.591939926,470.5599976,-0.02142367
938.7999878,0.004828208,938.7999878,0.00203602,,,938.7999878,0.000218973,938.7999878,0.146263838,938.7999878,8.934339523,470.3800049,-0.019936416
939,0.004773648,939,0.00190821,,,939,4.60E-05,939,0.127141535,939,9.050254822,470.1999817,-0.018532332
939.2000122,0.004727444,939.2000122,0.001816552,,,939.2000122,-1.41E-05,939.2000122,0.108737804,939.2000122,9.331309319,470.019989,-0.017487425
939.4000244,0.004844625,939.4000244,0.001901203,,,939.4000244,8.83E-05,939.4000244,0.096026756,939.4000244,9.527899742,469.8399963,-0.017721334
939.5999756,0.004951247,939.5999756,0.00175651,,,939.5999756,0.000107999,939.5999756,0.081349939,939.5999756,9.763463974,469.6600037,-0.018110709
939.7999878,0.004990039,939.7999878,0.001761712,,,939.7999878,0.000219066,939.7999878,0.070796758,939.7999878,10.08441544,469.480011,-0.020431198
940,0.004883994,940,0.001620414,,,940,0.000175231,940,0.061146759,940,10.32548046,469.2999878,-0.021104295
940.2000122,0.005060256,940.2000122,0.001670511,,,940.2000122,5.50E-05,940.2000122,0.054346271,940.2000122,10.65843678,469.1199951,-0.022557288
940.4000244,0.005085093,940.4000244,0.00162503,,,940.4000244,0.000118939,940.4000244,0.048318896,940.4000244,10.87032223,468.9400024,-0.023621805
940.5999756,0.005016637,940.5999756,0.001625634,,,940.5999756,-1.55E-06,940.5999756,0.042617779,940.5999756,11.26948071,468.7600098,-0.02462694
940.7999878,0.005200003,940.7999878,0.001492765,,,940.7999878,8.86E-05,940.7999878,0.038110308,940.7999878,11.53279877,468.5799866,-0.024874698
941,0.005102975,941,0.001516939,,,941,0.000178642,941,0.034302309,941,11.87743282,468.3999939,-0.02561317
941.2000122,0.005074231,941.2000122,0.0015098,,,941.2000122,8.60E-05,941.2000122,0.031185325,941.2000122,12.19299412,468.2200012,-0.026080152
941.4000244,0.00506043,941.4000244,0.001315321,,,941.4000244,0.000117298,941.4000244,0.027835215,941.4000244,12.60838699,468.0400085,-0.02638495
941.5999756,0.005099206,941.5999756,0.001296798,,,941.5999756,0.000105309,941.5999756,0.025290508,941.5999756,13.04508877,467.8599854,-0.027205879
941.7999878,0.005099329,941.7999878,0.001348473,,,941.7999878,3.34E-05,941.7999878,0.022849603,941.7999878,13.51932144,467.6799927,-0.026987921
942,0.005198954,942,0.001340899,,,942,8.15E-05,942,0.02158876,942,13.89063454,467.5,-0.027064756
942.2000122,0.005265669,942.2000122,0.001285492,,,942.2000122,-3.06E-05,942.2000122,0.019584591,942.2000122,14.44822407,467.3200073,-0.027375016
942.4000244,0.005363098,942.4000244,0.0013679,,,942.4000244,0.000207147,942.4000244,0.018393222,942.4000244,14.96225452,467.1399841,-0.027895527
942.5999756,0.005452324,942.5999756,0.001297852,,,942.5999756,0.000135164,942.5999756,0.016996242,942.5999756,15.57345867,466.9599915,-0.028045258
942.7999878,0.005639928,942.7999878,0.001176358,,,942.7999878,4.53E-05,942.7999878,0.016089549,942.7999878,16.05331993,466.7799988,-0.028277649
943,0.00564813,943,0.001169166,,,943,0.0001214,943,0.015206066,943,16.70312691,466.6000061,-0.027706172
943.2000122,0.005798928,943.2000122,0.001327513,,,943.2000122,0.000297611,943.2000122,0.014341388,943.2000122,17.48759842,466.4199829,-0.027749691
943.4000244,0.005802065,943.4000244,0.001238774,,,943.4000244,0.000214041,943.4000244,0.013536981,943.4000244,18.19642448,466.2399902,-0.02814435
943.5999756,0.005728703,943.5999756,0.001155436,,,943.5999756,3.22E-05,943.5999756,0.012910082,943.5999756,18.89777565,466.0599976,-0.028386701
943.7999878,0.005666917,943.7999878,0.001061641,,,943.7999878,-5.74E-06,943.7999878,0.012237225,943.7999878,19.62112045,465.8800049,-0.027980641
944,0.005734778,944,0.001094053,,,944,-4.13E-05,944,0.011624097,944,20.62513924,465.6999817,-0.0279637
944.2000122,0.005937058,944.2000122,0.001196819,,,944.2000122,7.40E-05,944.2000122,0.011237649,944.2000122,21.38957024,465.519989,-0.028416587
944.4000244,0.005959929,944.4000244,0.001155289,,,944.4000244,0.000284479,944.4000244,0.010791552,944.4000244,22.43022728,465.3399963,-0.02845262
944.5999756,0.00591646,944.5999756,0.000923384,,,944.5999756,-3.82E-05,944.5999756,0.01026354,944.5999756,23.22166061,465.1600037,-0.028344972
944.7999878,0.005975693,944.7999878,0.00127465,,,944.7999878,0.00021696,944.7999878,0.010013958,944.7999878,24.39672089,464.9799805,-0.028089138
945,0.005941661,945,0.000956444,,,945,3.02E-05,945,0.009490296,945,25.53359795,464.7999878,-0.028443892
945.2000122,0.005844718,945.2000122,0.000894052,,,945.2000122,2.78E-05,945.2000122,0.009109913,945.2000122,26.74709511,464.6199951,-0.028250718
945.4000244,0.006024544,945.4000244,0.000855027,,,945.4000244,9.46E-05,945.4000244,0.008915933,945.4000244,27.81705856,464.4400024,-0.028889921
945.5999756,0.005984917,945.5999756,0.000769641,,,945.5999756,9.65E-05,945.5999756,0.0087021,945.5999756,29.11510468,464.2600098,-0.028516721
945.7999878,0.005983019,945.7999878,0.000988822,,,945.7999878,0.000124776,945.7999878,0.008247977,945.7999878,30.54702568,464.0799866,-0.028557176
946,0.006036731,946,0.000974872,,,946,0.000120527,946,0.008104585,946,31.91559601,463.8999939,-0.028621608
946.2000122,0.00606298,946.2000122,0.000929876,,,946.2000122,0.00026222,946.2000122,0.007944588,946.2000122,33.4308815,463.7200012,-0.028596828
946.4000244,0.005965561,946.4000244,0.000773983,,,946.4000244,-2.53E-05,946.4000244,0.007458229,946.4000244,34.77433777,463.5400085,-0.028793802
946.5999756,0.006025965,946.5999756,0.000855157,,,946.5999756,5.59E-05,946.5999756,0.007602808,946.5999756,36.75006104,463.3599854,-0.028881595
946.7999878,0.005906239,946.7999878,0.000880289,,,946.7999878,0.000172683,946.7999878,0.00740723,946.7999878,38.45373154,463.1799927,-0.028493308
947,0.005907017,947,0.000729123,,,947,-4.85E-05,947,0.006877803,947,40.38540268,463,-0.02846273
947.2000122,0.005978094,947.2000122,0.000848259,,,947.2000122,0.000163545,947.2000122,0.006993912,947.2000122,42.08382797,462.8200073,-0.028484749
947.4000244,0.005988188,947.4000244,0.000792754,,,947.4000244,0.000159526,947.4000244,0.006714293,947.4000244,44.45949173,462.6399841,-0.028905883
947.5999756,0.005997787,947.5999756,0.000893355,,,947.5999756,0.000173856,947.5999756,0.0067264,947.5999756,46.5733223,462.4599915,-0.028345268
947.7999878,0.005934493,947.7999878,0.000766289,,,947.7999878,0.000227408,947.7999878,0.006465355,947.7999878,49.17300415,462.2799988,-0.028427213
948,0.00591753,948,0.000742224,,,948,4.82E-05,948,0.006397458,948,51.34173203,462.1000061,-0.028339989
948.2000122,0.005866479,948.2000122,0.000794589,,,948.2000122,0.000111046,948.2000122,0.006345373,948.2000122,54.13293076,461.9199829,-0.028534332
948.4000244,0.005918216,948.4000244,0.000851831,,,948.4000244,0.000129657,948.4000244,0.006118986,948.4000244,57.01197815,461.7399902,-0.029017746
948.5999756,0.005639501,948.5999756,0.000670744,,,948.5999756,9.23E-05,948.5999756,0.006101444,948.5999756,59.64778519,461.5599976,-0.028996367
948.7999878,0.005843883,948.7999878,0.000767571,,,948.7999878,0.000113376,948.7999878,0.006020329,948.7999878,62.25808334,461.3800049,-0.029053178
949,0.005875167,949,0.000892186,,,949,0.000243593,949,0.005980633,949,64.72464752,461.1999817,-0.028627463
