Wavelength (nm),u',Wavelength (nm),g',Wavelength (nm),r',Wavelength (nm),i',Wavelength (nm),z_s,Wavelength (nm),Y,Wavelength (nm),z'
847,0.001298454,847,0.003518675,1036,0.054527581,847,27.74845695,847,99.17150116,847,0.002648756,553,-0.027150096
847.2000122,0.000511203,847.2000122,0.002848243,1037,0.054317467,847.2000122,26.9872818,847.2000122,99.0719986,847.2000122,0.002250954,552.8200073,-0.027352043
847.4000244,0.00148312,847.4000244,0.003484205,1038,0.053371396,847.4000244,26.3433342,847.4000244,99.08145905,847.4000244,0.003386931,552.6400146,-0.026826927
847.5999756,0.000967249,847.5999756,0.002872099,1039,0.055457778,847.5999756,25.59657097,847.5999756,99.05461121,847.5999756,0.003401627,552.460022,-0.026744107
847.7999878,0.000959713,847.7999878,0.003136947,1040,0.058285449,847.7999878,25.03505898,847.7999878,99.15364075,847.7999878,0.002640806,552.2800293,-0.026741767
848,0.000659856,848,0.003190513,1041,0.062636539,848,24.32444954,848,99.0927887,848,0.00158473,552.0999756,-0.026908973
848.2000122,0.001239903,848.2000122,0.003450922,1042,0.068115547,848.2000122,23.65065002,848.2000122,99.10961914,848.2000122,0.002648345,551.9199829,-0.026955413
848.4000244,0.001027921,848.4000244,0.002684273,1043,0.074666984,848.4000244,23.0232563,848.4000244,99.15066528,848.4000244,0.003334846,551.7399902,-0.027065061
848.5999756,-0.000289003,848.5999756,0.002399052,1044,0.081510969,848.5999756,22.41476822,848.5999756,99.15197754,848.5999756,0.002572335,551.5599976,-0.026780736
848.7999878,0.001353293,848.7999878,0.002538316,1045,0.081027307,848.7999878,21.85337257,848.7999878,99.03862,848.7999878,0.003412436,551.3800049,-0.026847361
849,2.36E-05,849,0.00356181,1046,0.075633541,849,21.14598656,849,99.13745117,849,0.003277809,551.2000122,-0.026885999
849.2000122,0.001271269,849.2000122,0.004377676,1047,0.068670362,849.2000122,20.62877655,849.2000122,99.09069824,849.2000122,0.003129626,551.0200195,-0.02669584
849.4000244,0.001555792,849.4000244,0.003885464,1048,0.058030959,849.4000244,19.98561859,849.4000244,99.06051636,849.4000244,0.003738082,550.8400269,-0.027023779
849.5999756,0.000500259,849.5999756,0.003306747,1049,0.050201152,849.5999756,19.52232933,849.5999756,99.1179657,849.5999756,0.002160452,550.6599731,-0.026941448
849.7999878,0.001417293,849.7999878,0.00405447,1050,0.046093371,849.7999878,18.83196068,849.7999878,99.07427216,849.7999878,0.003466848,550.4799805,-0.026860414
850,0.001373249,850,0.003480627,1051,0.041812599,850,18.28999519,850,99.0324173,850,0.002792249,550.2999878,-0.02693986
850.2000122,0.000909185,850.2000122,0.003606308,1052,0.04051419,850.2000122,17.71196365,850.2000122,99.09142303,850.2000122,0.003197851,550.1199951,-0.027199168
850.4000244,0.001627389,850.4000244,0.004288222,1053,0.037694942,850.4000244,17.21711349,850.4000244,99.13967133,850.4000244,0.003383669,549.9400024,-0.026871761
850.5999756,0.000968094,850.5999756,0.003789504,1054,0.036884952,850.5999756,16.64251137,850.5999756,99.06999207,850.5999756,0.003550918,549.7600098,-0.027084237
850.7999878,0.000255655,850.7999878,0.002714233,1055,0.036062706,850.7999878,16.08496094,850.7999878,99.11328888,850.7999878,0.00287638,549.5800171,-0.027248796
851,0.000799705,851,0.003281195,1056,0.03656229,851,15.56030369,851,99.13573456,851,0.003629114,549.4000244,-0.026919629
851.2000122,0.00112715,851.2000122,0.002865859,1057,0.036108539,851.2000122,15.0716753,851.2000122,99.11784363,851.2000122,0.00334104,549.2199707,-0.027199989
851.4000244,0.001062269,851.4000244,0.002826943,1058,0.036120791,851.4000244,14.60046577,851.4000244,99.02411652,851.4000244,0.003403082,549.039978,-0.027073858
851.5999756,0.000879962,851.5999756,0.002165119,1059,0.035794705,851.5999756,14.01974964,851.5999756,99.01623535,851.5999756,0.002752978,548.8599854,-0.027179237
851.7999878,0.000798493,851.7999878,0.003572043,1060,0.03541515,851.7999878,13.57689762,851.7999878,99.07415771,851.7999878,0.002509506,548.6799927,-0.02663954
852,0.001295547,852,0.004123481,1061,0.035636369,852,13.06074429,852,99.04615784,852,0.003662386,548.5,-0.026836205
852.2000122,0.001120425,852.2000122,0.002753376,1062,0.036811903,852.2000122,12.66605663,852.2000122,99.1394577,852.2000122,0.003428829,548.3200073,-0.027046157
852.4000244,-2.23E-05,852.4000244,0.002636146,1063,0.036412459,852.4000244,12.14406681,852.4000244,99.00255585,852.4000244,0.001866009,548.1400146,-0.027075265
852.5999756,0.000405486,852.5999756,0.002370864,1064,0.036479793,852.5999756,11.71640491,852.5999756,98.95157623,852.5999756,0.002687549,547.960022,-0.02685779
852.7999878,0.000981214,852.7999878,0.003452558,1065,0.037722576,852.7999878,11.24662113,852.7999878,99.04915619,852.7999878,0.002572085,547.7800293,-0.026956081
853,0.000913261,853,0.003748205,1066,0.037347589,853,10.88416576,853,99.03041077,853,0.003789931,547.5999756,-0.026583243
853.2000122,0.00072007,853.2000122,0.003781765,1067,0.039653812,853.2000122,10.41181183,853.2000122,99.02746582,853.2000122,0.002961667,547.4199829,-0.027133675
853.4000244,0.000518409,853.4000244,0.00342683,1068,0.040003501,853.4000244,9.964546204,853.4000244,99.05955505,853.4000244,0.003332036,547.2399902,-0.027276399
853.5999756,0.000956703,853.5999756,0.003467929,1069,0.042139299,853.5999756,9.564513206,853.5999756,99.06882477,853.5999756,0.003471332,547.0599976,-0.026834765
853.7999878,0.000299988,853.7999878,0.003258766,1070,0.043885466,853.7999878,9.172764778,853.7999878,98.94780731,853.7999878,0.002582624,546.8800049,-0.026831381
854,0.000360317,854,0.003278408,1071,0.045110386,854,8.826524734,854,99.07718658,854,0.003195178,546.7000122,-0.027089633
854.2000122,0.000448758,854.2000122,0.003060509,1072,0.047249034,854.2000122,8.396497726,854.2000122,99.01438904,854.2000122,0.003293491,546.5200195,-0.026970677
854.4000244,0.00039179,854.4000244,0.002354724,1073,0.04811231,854.4000244,8.062651634,854.4000244,98.98116302,854.4000244,0.002393639,546.3400269,-0.026944492
854.5999756,0.001231494,854.5999756,0.003827086,1074,0.047716182,854.5999756,7.698742867,854.5999756,98.99133301,854.5999756,0.003152517,546.1599731,-0.026947763
854.7999878,0.000749944,854.7999878,0.002902162,1075,0.04838885,854.7999878,7.397337437,854.7999878,98.96007538,854.7999878,0.00272358,545.9799805,-0.026739372
855,-0.00016735,855,0.001593801,1076,0.04921392,855,7.004209518,855,99.05943298,855,0.001994312,545.7999878,-0.026518743
855.2000122,0.000574662,855.2000122,0.004012167,1077,0.047899079,855.2000122,6.674033165,855.2000122,99.0019455,855.2000122,0.002998315,545.6199951,-0.026075408
855.4000244,0.000635193,855.4000244,0.003430093,1078,0.04899827,855.4000244,6.332887173,855.4000244,99.01742554,855.4000244,0.00228064,545.4400024,-0.026822867
855.5999756,0.000151757,855.5999756,0.002846829,1079,0.047990143,855.5999756,6.055562973,855.5999756,99.05008698,855.5999756,0.002757561,545.2600098,-0.025974762
855.7999878,-0.000214782,855.7999878,0.002226055,1080,0.048723236,855.7999878,5.739583492,855.7999878,99.00413513,855.7999878,0.002347782,545.0800171,-0.026296789
856,0.000243742,856,0.004134747,1081,0.049365904,856,5.443919659,856,99.06124115,856,0.002916637,544.9000244,-0.026061343
856.2000122,0.000114907,856.2000122,0.00321145,1082,0.048711877,856.2000122,5.141025543,856.2000122,99.02004242,856.2000122,0.002983088,544.7199707,-0.026092969
856.4000244,0.000504423,856.4000244,0.003137242,1083,0.051361986,856.4000244,4.893141747,856.4000244,99.0018692,856.4000244,0.003013112,544.539978,-0.025796641
856.5999756,0.000444788,856.5999756,0.003270841,1084,0.05164931,856.5999756,4.633877277,856.5999756,99.03002167,856.5999756,0.003087411,544.3599854,-0.025951257
856.7999878,0.000342838,856.7999878,0.003517269,1085,0.054591395,856.7999878,4.337359428,856.7999878,99.04772949,856.7999878,0.003239238,544.1799927,-0.02598663
857,0.000796135,857,0.003063768,1086,0.057208609,857,4.099605083,857,98.9870224,857,0.003314432,544,-0.02545768
857.2000122,0.000869294,857.2000122,0.003632152,1087,0.062453642,857.2000122,3.8566432,857.2000122,99.03808594,857.2000122,0.003089748,543.8200073,-0.025664642
857.4000244,0.001341303,857.4000244,0.00447065,1088,0.070131585,857.4000244,3.659642458,857.4000244,99.02351379,857.4000244,0.003202447,543.6400146,-0.025330339
857.5999756,0.000130974,857.5999756,0.002668423,1089,0.079557098,857.5999756,3.39974761,857.5999756,99.05838013,857.5999756,0.003387552,543.460022,-0.025048427
857.7999878,0.000367729,857.7999878,0.003007456,1090,0.094599873,857.7999878,3.201363325,857.7999878,99.08591461,857.7999878,0.002610398,543.2800293,-0.025446562
858,3.90E-05,858,0.003806581,1091,0.112663195,858,2.974112988,858,99.09637451,858,0.00262439,543.0999756,-0.024950016
858.2000122,0.000588499,858.2000122,0.004026992,1092,0.136372477,858.2000122,2.80732131,858.2000122,99.08258057,858.2000122,0.002713573,542.9199829,-0.024759434
858.4000244,0.000405537,858.4000244,0.003119302,1093,0.150799543,858.4000244,2.579711199,858.4000244,99.07912445,858.4000244,0.00294806,542.7399902,-0.024745179
858.5999756,0.000439363,858.5999756,0.004047891,1094,0.159067914,858.5999756,2.390407324,858.5999756,99.02069855,858.5999756,0.002977618,542.5599976,-0.024791673
858.7999878,0.002179698,858.7999878,0.004933649,1095,0.152306885,858.7999878,2.21816206,858.7999878,99.06531525,858.7999878,0.004516467,542.3800049,-0.025164563
859,-7.59E-05,859,0.003123975,1096,0.133651212,859,2.063205004,859,99.13397217,859,0.003524344,542.2000122,-0.024806373
859.2000122,0.001626495,859.2000122,0.004507433,1097,0.114214934,859.2000122,1.9095819,859.2000122,99.0983429,859.2000122,0.003466354,542.0200195,-0.024455018
859.4000244,0.001214949,859.4000244,0.004361383,1098,0.097250737,859.4000244,1.740613818,859.4000244,99.08482361,859.4000244,0.003523699,541.8400269,-0.024637518
859.5999756,0.001146863,859.5999756,0.003801414,1099,0.082936794,859.5999756,1.606718063,859.5999756,99.04811096,859.5999756,0.00347124,541.6599731,-0.024191391
859.7999878,0.000392966,859.7999878,0.003669959,1100,0.075048968,859.7999878,1.472271681,859.7999878,99.05909729,859.7999878,0.002722244,541.4799805,-0.024596173
860,0.001117817,860,0.003860039,1101,0.069189481,860,1.362327576,860,99.07137299,860,0.003427523,541.2999878,-0.024436502
860.2000122,0.001197437,860.2000122,0.004864626,1102,0.064521082,860.2000122,1.222839952,860.2000122,99.11791229,860.2000122,0.003505614,541.1199951,-0.024112351
860.4000244,0.000526234,860.4000244,0.004028244,1103,0.060661756,860.4000244,1.11633873,860.4000244,99.1410675,860.4000244,0.003069407,540.9400024,-0.02449083
860.5999756,0.001327685,860.5999756,0.004936506,1104,0.058458008,860.5999756,1.001903296,860.5999756,99.08486176,860.5999756,0.003647446,540.7600098,-0.024191109
860.7999878,0.000551657,860.7999878,0.004452175,1105,0.057885621,860.7999878,0.915183246,860.7999878,99.07741547,860.7999878,0.003583231,540.5800171,-0.023993401
861,0.000176015,861,0.003742814,1106,0.059131302,861,0.812175691,861,99.12722778,861,0.003583285,540.4000244,-0.024658451
861.2000122,0.00088447,861.2000122,0.004124004,1107,0.058034081,861.2000122,0.728192747,861.2000122,99.20482635,861.2000122,0.003889468,540.2199707,-0.024332404
861.4000244,0.000892043,861.4000244,0.004098682,1108,0.057621695,861.4000244,0.642291069,861.4000244,99.13954926,861.4000244,0.003790487,540.039978,-0.024320595
861.5999756,0.000894185,861.5999756,0.004127447,1109,0.059202239,861.5999756,0.578642666,861.5999756,99.1913681,861.5999756,0.003798699,539.8599854,-0.024356555
861.7999878,0.000768852,861.7999878,0.004458256,1110,0.061817449,861.7999878,0.510110796,861.7999878,99.15440369,861.7999878,0.003817995,539.6799927,-0.024853379
862,0.000753157,862,0.004628159,1111,0.063323885,862,0.440511942,862,99.20778656,862,0.004152524,539.5,-0.024526225
862.2000122,-0.000322094,862.2000122,0.003807706,1112,0.069372952,862.2000122,0.388125569,862.2000122,99.14995575,862.2000122,0.002951226,539.3200073,-0.024367925
862.4000244,0.000508026,862.4000244,0.005275967,1113,0.071769863,862.4000244,0.338351309,862.4000244,99.21464539,862.4000244,0.004108538,539.1400146,-0.024470564
862.5999756,-0.000127722,862.5999756,0.003935208,1114,0.078604452,862.5999756,0.297763079,862.5999756,99.12887573,862.5999756,0.003716892,538.960022,-0.024611725
862.7999878,0.000358836,862.7999878,0.004513308,1115,0.090305351,862.7999878,0.251244485,862.7999878,99.17061615,862.7999878,0.003607609,538.7799683,-0.024784546
863,0.00127246,863,0.004493119,1116,0.101916134,863,0.220392108,863,99.2015152,863,0.004123193,538.5999756,-0.025062077
863.2000122,0.000687899,863.2000122,0.003819654,1117,0.119596735,863.2000122,0.186773837,863.2000122,99.11231232,863.2000122,0.003893753,538.4199829,-0.024970857
863.4000244,5.83E-05,863.4000244,0.004112429,1118,0.146127284,863.4000244,0.165908113,863.4000244,99.20155334,863.4000244,0.003939616,538.2399902,-0.02499124
863.5999756,0.000384404,863.5999756,0.004444099,1119,0.180809811,863.5999756,0.137729168,863.5999756,99.22014618,863.5999756,0.003482739,538.0599976,-0.025371265
863.7999878,0.000992278,863.7999878,0.004768708,1120,0.237167507,863.7999878,0.117840469,863.7999878,99.14871216,863.7999878,0.004704633,537.8800049,-0.025459223
864,0.000368163,864,0.004300443,1121,0.324700624,864,0.098911524,864,99.16816711,864,0.003139583,537.7000122,-0.025960173
864.2000122,0.000694768,864.2000122,0.004462226,1122,0.475320131,864.2000122,0.08530888,864.2000122,99.13310242,864.2000122,0.003467831,537.5200195,-0.025729472
864.4000244,0.000172482,864.4000244,0.004090604,1123,0.723495901,864.4000244,0.073416173,864.4000244,99.20944977,864.4000244,0.003464354,537.3400269,-0.025800115
864.5999756,-0.000715759,864.5999756,0.00416672,1124,1.140054464,864.5999756,0.060921542,864.5999756,99.14204407,864.5999756,0.002635713,537.1599731,-0.025981743
864.7999878,0.000143334,864.7999878,0.005077155,1125,1.834544897,864.7999878,0.053947896,864.7999878,99.20579529,864.7999878,0.003078953,536.9799805,-0.026132388
865,-0.000418268,865,0.004960211,1126,2.723505974,865,0.04627778,865,99.17499542,865,0.003294327,536.7999878,-0.026122957
865.2000122,0.001183075,865.2000122,0.005292509,1127,3.660274029,865.2000122,0.041398179,865.2000122,99.23014832,865.2000122,0.004427952,536.6199951,-0.02626369
865.4000244,0.000558323,865.4000244,0.004536788,1128,4.157938957,865.4000244,0.034664866,865.4000244,99.16973114,865.4000244,0.004091009,536.4400024,-0.026504535
865.5999756,-0.000397486,865.5999756,0.004002496,1129,4.061910152,865.5999756,0.030120671,865.5999756,99.12419128,865.5999756,0.002981426,536.2600098,-0.026562199
865.7999878,0.000251931,865.7999878,0.00471799,1130,3.579494715,865.7999878,0.026414879,865.7999878,99.13189697,865.7999878,0.003777006,536.0800171,-0.026235497
866,0.000378851,866,0.005458988,1131,3.124705076,866,0.024422329,866,99.11898804,866,0.004022858,535.9000244,-0.026511261
866.2000122,-0.000219108,866.2000122,0.005162175,1132,2.754786491,866.2000122,0.02077646,866.2000122,99.15022278,866.2000122,0.002987114,535.7199707,-0.026842823
866.4000244,0.001233881,866.4000244,0.005462363,1133,2.558310509,866.4000244,0.019163601,866.4000244,99.18203735,866.4000244,0.003557168,535.539978,-0.026917245
866.5999756,0.000845672,866.5999756,0.005664749,1134,2.486871719,866.5999756,0.017362118,866.5999756,99.14414978,866.5999756,0.004163568,535.3599854,-0.026508974
866.7999878,-0.00030424,866.7999878,0.005528891,1135,2.564581394,866.7999878,0.015622189,866.7999878,99.18096161,866.7999878,0.004110685,535.1799927,-0.027003666
867,-0.000125348,867,0.004819732,1136,2.764214516,867,0.01330152,867,99.17062378,867,0.003053128,535,-0.027324844
867.2000122,0.000423839,867.2000122,0.005424491,1137,3.089342594,867.2000122,0.011995,867.2000122,99.1450882,867.2000122,0.003267646,534.8200073,-0.027427647
867.4000244,8.18E-05,867.4000244,0.005214226,1138,3.580981016,867.4000244,0.011540526,867.4000244,99.1193161,867.4000244,0.003446919,534.6400146,-0.027278418
867.5999756,0.000263456,867.5999756,0.005384611,1139,4.305258274,867.5999756,0.009499039,867.5999756,99.13571167,867.5999756,0.003110251,534.460022,-0.027085064
867.7999878,0.000337008,867.7999878,0.005654446,1140,5.273288727,867.7999878,0.009459817,867.7999878,99.16192627,867.7999878,0.003928839,534.2799683,-0.027079731
868,0.000418686,868,0.00490189,1141,6.573677063,868,0.008429282,868,99.19020844,868,0.003896123,534.0999756,-0.027178595
868.2000122,8.44E-05,868.2000122,0.00562714,1142,8.130475998,868.2000122,0.007768873,868.2000122,99.18783569,868.2000122,0.003080436,533.9199829,-0.027469324
868.4000244,0.000802078,868.4000244,0.005699191,1143,9.824768066,868.4000244,0.007593814,868.4000244,99.1577301,868.4000244,0.003735128,533.7399902,-0.02769981
868.5999756,0.000502546,868.5999756,0.005427029,1144,11.39447975,868.5999756,0.00735798,868.5999756,99.19467926,868.5999756,0.003340937,533.5599976,-0.027283531
868.7999878,0.000124276,868.7999878,0.005599757,1145,12.40303421,868.7999878,0.006596665,868.7999878,99.20629883,868.7999878,0.00361504,533.3800049,-0.027423006
869,-1.46E-05,869,0.004661385,1146,12.71291256,869,0.005897135,869,99.25753784,869,0.003143515,533.2000122,-0.027307699
869.2000122,-0.000216769,869.2000122,0.00550693,1147,12.45758533,869.2000122,0.006114163,869.2000122,99.20515442,869.2000122,0.003468626,533.0200195,-0.027454548
869.4000244,0.00078663,869.4000244,0.006182787,1148,12.03315544,869.4000244,0.005919222,869.4000244,99.23508453,869.4000244,0.003615804,532.8400269,-0.027334949
869.5999756,0.000872193,869.5999756,0.006125439,1149,11.70884132,869.5999756,0.0056351,869.5999756,99.25718689,869.5999756,0.003378109,532.6599731,-0.027713582
869.7999878,6.25E-05,869.7999878,0.005660259,1150,11.55971813,869.7999878,0.004705081,869.7999878,99.20031738,869.7999878,0.003024666,532.4799805,-0.027201926
870,0.000165651,870,0.005018619,,,870,0.004225662,870,99.19326782,870,0.00341432,532.2999878,-0.027792178
